"ORDER","FAMILY","SCI_NAME","PRIMARY_COM_NAME","CATEGORY_1_A","CATEGORY_2_A","REFERENCE_A","COMMENT_A","CATEGORY_1_B","CATEGORY_2_B","REFERENCE_B","COMMENT_B","CATEGORY_1_C","REFERENCE_C","COMMENT_C","CATEGORY_1_D","REFERENCE_D","COMMENT_D","CATEGORY_1_E","REFERENCE_E","COMMENT_E","ESM_AJS_FINAL_DECISION","DECISION_FINAL","GENERAL_CAT"
"Charadriiformes","Charadriidae (Plovers and Lapwings)","Charadrius semipalmatus","Semipalmated Plover","Both sexes physical trait",NA,NA,"paritally webbed feet","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Charadriidae (Plovers and Lapwings)","Charadrius nivosus","Snowy Plover","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Charadriidae (Plovers and Lapwings)","Charadrius wilsonia","Wilson's Plover","Person",NA,NA,"Alexander WIlson","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Lagopus muta","Rock Ptarmigan","Life History",NA,NA,"associated with habitat type","Both sexes physical trait",NA,NA,NA,"Natural History",NA,NA,"Natural History",NA,"habitat","Natural History",NA,NA,NA,"Natural History","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Lagopus leucura","White-tailed Ptarmigan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Lagopus lagopus","Willow Ptarmigan","Life History",NA,NA,"associated with habitat type","Both sexes physical trait",NA,NA,NA,"Natural History",NA,NA,"Natural History",NA,"habitat","Natural History",NA,NA,NA,"Natural History","natural history"
"Charadriiformes","Alcidae (Auks, Murres, and Puffins)","Fratercula corniculata","Horned Puffin","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Alcidae (Auks, Murres, and Puffins)","Fratercula cirrhata","Tufted Puffin","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Gruiformes","Rallidae (Rails, Gallinules, and Coots)","Laterallus jamaicensis","Black Rail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Gruiformes","Rallidae (Rails, Gallinules, and Coots)","Rallus crepitans","Clapper Rail","Behavior",NA,NA,NA,"Behavior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Gruiformes","Rallidae (Rails, Gallinules, and Coots)","Rallus elegans","King Rail","Size",NA,"https://www.pgc.pa.gov/Wildlife/EndangeredandThreatened/Pages/KingRail.aspx",NA,"Behavior",NA,NA,NA,"Miscellaneous",NA,NA,"Miscellaneous",NA,NA,"Miscellaneous",NA,NA,NA,"Miscellaneous","human"
"Gruiformes","Rallidae (Rails, Gallinules, and Coots)","Rallus limicola","Virginia Rail","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Gruiformes","Rallidae (Rails, Gallinules, and Coots)","Coturnicops noveboracensis","Yellow Rail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Corvidae (Crows, Jays, and Magpies)","Corvus albicollis","White-necked Raven","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Aythya americana","Redhead","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Parulidae (New World Warblers)","Setophaga ruticilla","American Redstart","Geographic Location","Male physical trait",NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Parulidae (New World Warblers)","Myioborus pictus","Painted Redstart","Both sexes physical trait",NA,NA,"refers to boldly patterned plumage","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Turdidae (Thrushes and Allies)","Turdus migratorius","American Robin","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Calidris pugnax","Ruff","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Calidris alba","Sanderling","Behavior",NA,NA,"OE ""sand-yr√∞ling"" = ""sand plowman"", referencing foraging behavior","Behavior",NA,"https://en.wikipedia.org/wiki/Sanderling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Calidris bairdii","Baird's Sandpiper","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Calidris subruficollis","Buff-breasted Sandpiper","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Calidris ferruginea","Curlew Sandpiper","Both sexes physical trait",NA,NA,"curved beak","Both sexes physical trait",NA,NA,"Named after another bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Tringa ochropus","Green Sandpiper","Both sexes physical trait",NA,"https://en.wikipedia.org/wiki/Green_sandpiper","dark green back, legs, and bill","Both sexes physical trait",NA,NA,"Not really green?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Calidris minutilla","Least Sandpiper","Size",NA,NA,NA,"Size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Size","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Calidris melanotos","Pectoral Sandpiper","Male physical trait",NA,"https://www.audubon.org/field-guide/bird/pectoral-sandpiper","male has inflatable air sac on chest","Male physical trait",NA,NA,"inflatable sac that males have",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Calidris maritima","Purple Sandpiper","Both sexes physical trait",NA,NA,"faint purple sheen in winter","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Calidris pusilla","Semipalmated Sandpiper","Both sexes physical trait",NA,NA,"partially webbed feet","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Calidris acuminata","Sharp-tailed Sandpiper","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Tringa solitaria","Solitary Sandpiper","Behavior",NA,NA,"solitary habits in migration","Behavior",NA,NA,"""Tendency of this species to remain alone or in small flocks during migration""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Actitis macularius","Spotted Sandpiper","Both sexes physical trait",NA,NA,"spotted when breeding","Both sexes physical trait",NA,NA,"Only breeding plumage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Calidris himantopus","Stilt Sandpiper","Both sexes physical trait",NA,NA,"named for long legs and resemblance to stilts","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Calidris mauri","Western Sandpiper","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Calidris fuscicollis","White-rumped Sandpiper","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Sphyrapicus ruber","Red-breasted Sapsucker","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Piciformes","Picidae (Woodpeckers)","Sphyrapicus thyroideus","Williamson's Sapsucker","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Piciformes","Picidae (Woodpeckers)","Sphyrapicus varius","Yellow-bellied Sapsucker","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Melanitta perspicillata","Surf Scoter","Life History",NA,NA,NA,"Life History",NA,"https://ca.audubon.org/birds-0/surf-scoter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Melanitta fusca","Velvet Scoter","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Melanitta deglandi","White-winged Scoter","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Procellariiformes","Procellariidae (Shearwaters and Petrels)","Puffinus lherminieri","Audubon's Shearwater","Person",NA,"https://en.wikipedia.org/wiki/Audubon%27s_shearwater","Audubon's shearwater (Puffinus lherminieri) is a common tropical seabird in the petrel family. Sometimes known as the dusky-backed shearwater, the specific epithet honours the French naturalist F√©lix Louis L'Herminier. off Cape Hatteras, North Carolina, USA.","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Procellariiformes","Procellariidae (Shearwaters and Petrels)","Puffinus opisthomelas","Black-vented Shearwater","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Procellariiformes","Procellariidae (Shearwaters and Petrels)","Calonectris diomedea","Cory's Shearwater","Person",NA,NA,"Charles B. Cory","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Procellariiformes","Procellariidae (Shearwaters and Petrels)","Puffinus puffinus","Manx Shearwater","Geographic Location",NA,NA,"Manx = of the Isle of Man","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Procellariiformes","Procellariidae (Shearwaters and Petrels)","Ardenna creatopus","Pink-footed Shearwater","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Procellariiformes","Procellariidae (Shearwaters and Petrels)","Ardenna grisea","Sooty Shearwater","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Laniidae (Shrikes)","Lanius ludovicianus","Loggerhead Shrike","Both sexes physical trait",NA,NA,"""loggerhead"" = ""block-headed"", refers to disproportionately large head","Both sexes physical trait",NA,NA,"I think that the females also have ""big heads"" but I'm not entirely sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Laniidae (Shrikes)","Lanius borealis","Northern Shrike","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Fringillidae (Finches, Euphonias, and Allies)","Spinus pinus","Pine Siskin","Life History",NA,NA,NA,"Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Rynchops niger","Black Skimmer","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Gallinago delicata","Wilson's Snipe","Person",NA,NA,"ornithologist Aleander Wilson","Person",NA,NA,"Alexander Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Turdidae (Thrushes and Allies)","Myadestes townsendi","Townsend's Solitaire","Person",NA,NA,"https://birdnamesforbirds.wordpress.com/historical-profiles/profiles-a-z/townsend-john-kirk/","Person",NA,NA,"John Kirk Townsend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Gruiformes","Rallidae (Rails, Gallinules, and Coots)","Porzana carolina","Sora","Local language",NA,"https://www.birdforum.net/threads/the-source-of-the-common-name-of-sora.412449/","believed to be from an Indigenous language (only standard common name in North America where that's the case) but unclear from which or what meaning. ""sore√©"" is recorded in 1731 in Virginia. possibly onomatopoeic, from Cherokee? the switch from ""sore√©"" to ""sora"" seems to have been a back-conformation of the word to Latin convention, where it was connected with L. ""sorus"" = ""smut"" (ie fungus) as a description of the dark plumage. linked thread references Driver and Bond 2021, where it's described as the only remaining Indigenous name in NA, as well as containing more direct exploration of the name.","Time limit",NA,"https://www.birdforum.net/threads/the-source-of-the-common-name-of-sora.412449/","some confusion and discussion on forums of different origins for the name","Local language","https://www.birdforum.net/threads/the-source-of-the-common-name-of-sora.412449/",NA,"Local language","https://www.birdforum.net/threads/the-source-of-the-common-name-of-sora.412449/","claimed as only common name in NA from an Indigenous language, possibly Cherokee","Local language","https://en.wikipedia.org/wiki/Sora_(bird)","The common name ""Sora"" is probably taken from a Native American language.",NA,"Local language","human"
"Passeriformes","Passerellidae (New World Sparrows)","Centronyx bairdii","Baird's Sparrow","Person",NA,NA,NA,"Person",NA,NA,"Spencer Fullerton Baird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Passerellidae (New World Sparrows)","Artemisiospiza belli","Bell's Sparrow","Person",NA,NA,NA,"Person",NA,NA,"John Graham Bell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Passerellidae (New World Sparrows)","Spizella atrogularis","Black-chinned Sparrow","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Passerellidae (New World Sparrows)","Amphispiza bilineata","Black-throated Sparrow","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Passerellidae (New World Sparrows)","Spizella breweri","Brewer's Sparrow","Person",NA,NA,"Dr Thomas Mayo Brewer","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Passerellidae (New World Sparrows)","Peucaea cassinii","Cassin's Sparrow","Person",NA,NA,"John Cassin","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Passerellidae (New World Sparrows)","Spizella passerina","Chipping Sparrow","Behavior",NA,NA,NA,"Behavior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Passeriformes","Passerellidae (New World Sparrows)","Spizella pallida","Clay-colored Sparrow","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Passerellidae (New World Sparrows)","Spizella pusilla","Field Sparrow","Life History",NA,NA,NA,"Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Passerellidae (New World Sparrows)","Passerella iliaca","Fox Sparrow","Both sexes physical trait",NA,"BOW","Refers to fox as a color","Both sexes physical trait",NA,"https://www.audubon.org/field-guide/bird/fox-sparrow","""The bird's name refers to the bright foxy-red color of the most eastern and northern populations, but many Fox Sparrows in the West are predominantly gray or sooty brown.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Passerellidae (New World Sparrows)","Zonotrichia atricapilla","Golden-crowned Sparrow","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Passerellidae (New World Sparrows)","Ammodramus savannarum","Grasshopper Sparrow","Behavior",NA,NA,"because of its grasshopper-like attempt at song‚Äîif song it can be called.","Behavior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Passeriformes","Passerellidae (New World Sparrows)","Zonotrichia querula","Harris's Sparrow","Person",NA,NA,NA,"Person",NA,NA,"Edward Harris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Passerellidae (New World Sparrows)","Centronyx henslowii","Henslow's Sparrow","Person",NA,NA,NA,"Person",NA,NA,"John Stevens Henslow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Passerellidae (New World Sparrows)","Chondestes grammacus","Lark Sparrow","Behavior",NA,NA,"complex vocalizations","Behavior",NA,"https://www.birdzilla.com/birds/lark-sparrow/bent-life-history.html","This site quotes the Bent Life History account for the species as describing them singing while in flight. That plus the sound of the song is probably where the name came from, but I haven't confirmed that.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Passeriformes","Passerellidae (New World Sparrows)","Melospiza lincolnii","Lincoln's Sparrow","Person",NA,NA,NA,"Person",NA,NA,"Thomas Lincoln",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
